postcode,sector,easting,northing,localAuthority,altitude,soilType
HP10 0JY,HP10 0,492680.0,187585.0,Buckinghamshire,100,Luvisols
RG7 8LA,RG7 8,458220.0,162841.0,West Berkshire,100,Podzols
ME5 7BU,ME5 7,577625.0,166575.0,Medway,50,Unsurveyed/Urban
KT22 7HA,KT22 7,516646.0,156634.0,Mole Valley,50,Unsurveyed/Urban
TN9 2LL,TN9 2,558790.0,145486.0,Tonbridge and Malling,40,Unsurveyed/Urban
PO7 8SJ,PO7 8,469862.0,109875.0,Havant,40,Planosols
SW6 6AZ,SW6 6,524293.0,177136.0,Hammersmith and Fulham,0,Unsurveyed/Urban
TW7 6QA,TW7 6,515591.0,176348.0,Hounslow,10,Unsurveyed/Urban
SW9 8QR,SW9 8,531519.0,175157.0,Lambeth,20,Unsurveyed/Urban
SW13 9QE,SW13 9,521791.0,176583.0,Richmond upon Thames,10,Unsurveyed/Urban
NW1 0BY,NW1 0,529342.0,183948.0,Camden,30,Unsurveyed/Urban
HA0 4ES,HA0 4,518603.0,184194.0,Brent,40,Unsurveyed/Urban
PO6 3PH,PO6 3,465214.0,105791.0,Portsmouth,20,Unsurveyed/Urban
PO9 5AL,PO9 5,471583.0,108012.0,Havant,20,Unsurveyed/Urban
ME17 3EG,ME17 3,582074.0,148478.0,Maidstone,50,Planosols
SE6 2TW,SE6 2,537637.0,173117.0,Lewisham,20,Unsurveyed/Urban
RH1 3LB,RH1 3,528806.0,152130.0,Reigate and Banstead,90,Unsurveyed/Urban
PO20 8BN,PO20 8,479573.0,97207.0,Chichester,10,Gleysols
SL2 5TR,SL2 5,498885.0,181305.0,Slough,30,Unsurveyed/Urban
KT8 2LN,KT8 2,513191.0,167672.0,Elmbridge,10,Unsurveyed/Urban
RG21 7AT,RG21 7,463876.0,151898.0,Basingstoke and Deane,90,Unsurveyed/Urban
W1G 6NZ,W1G 6,528346.0,181751.0,Westminster,30,Unsurveyed/Urban
SL6 6LS,SL6 6,487523.0,181727.0,Windsor and Maidenhead,50,Unsurveyed/Urban
UB11 1AS,UB11 1,507991.0,180056.0,Hillingdon,40,Unsurveyed/Urban
SM2 5FQ,SM2 5,525512.0,162724.0,Sutton,80,Unsurveyed/Urban
PO9 5DW,PO9 5,471302.0,108706.0,Havant,30,Unsurveyed/Urban
SE13 6TW,SE13 6,539123.0,173916.0,Lewisham,20,Unsurveyed/Urban
HP18 9HE,HP18 9,466651.0,207098.0,Buckinghamshire,70,Gleysols
TW13 6NE,TW13 6,512348.0,171837.0,Hounslow,20,Unsurveyed/Urban
DA12 5LE,DA12 5,565081.0,172036.0,Gravesham,50,Unsurveyed/Urban
SS7 2UT,SS7 2,581664.0,188488.0,Castle Point,70,Unsurveyed/Urban
RM17 5EX,RM17 5,561717.0,178239.0,Thurrock,10,Unsurveyed/Urban
SS9 3HS,SS9 3,585225.0,186800.0,Southend-on-Sea,30,Unsurveyed/Urban
CR0 1LG,CR0 1,532606.0,165662.0,Croydon,60,Unsurveyed/Urban
ME2 3PU,ME2 3,573423.0,170722.0,Medway,40,Mixed
PO30 1PB,PO30 1,448062.0,87779.0,Isle of Wight,40,Cambisols
SW19 6EQ,SW19 6,523899.0,173121.0,Wandsworth,50,Unsurveyed/Urban
IG11 9BT,IG11 9,546202.0,185193.0,Barking and Dagenham,10,Unsurveyed/Urban
BN21 3TU,BN21 3,561372.0,99422.0,Eastbourne,10,Unsurveyed/Urban
ME8 0HY,ME8 0,580424.0,164342.0,Medway,100,Unsurveyed/Urban
CT16 3DX,CT16 3,628745.0,144230.0,Dover,30,Unsurveyed/Urban
BN22 0PP,BN22 0,558928.0,103270.0,Wealden,10,Unsurveyed/Urban
TN8 5QX,TN8 5,542702.0,143466.0,Tandridge,60,Luvisols
N12 0QP,N12 0,526955.0,191748.0,Barnet,70,Unsurveyed/Urban
ME5 0LD,ME5 0,576355.0,165140.0,Medway,80,Unsurveyed/Urban
TN37 7JS,TN37 7,580006.0,111993.0,Hastings,80,Unsurveyed/Urban
NW6 6SE,NW6 6,524456.0,183252.0,Brent,40,Unsurveyed/Urban
HA4 8EY,HA4 8,509512.0,187356.0,Hillingdon,50,Unsurveyed/Urban
NW3 1QF,NW3 1,526480.0,185716.0,Camden,100,Unsurveyed/Urban
BN16 1QZ,BN16 1,507650.0,102575.0,Arun,10,Unsurveyed/Urban
NW10 9DY,NW10 9,521493.0,183390.0,Brent,50,Unsurveyed/Urban
TW15 1DZ,TW15 1,507747.0,171523.0,Spelthorne,20,Unsurveyed/Urban
RH13 5DS,RH13 5,517742.0,130468.0,Horsham,50,Unsurveyed/Urban
N6 4TD,N6 4,527707.0,188958.0,Haringey,80,Unsurveyed/Urban
SO53 3LS,SO53 3,443535.0,119333.0,Eastleigh,30,Unsurveyed/Urban
E2 9PN,E2 9,535128.0,183016.0,Tower Hamlets,20,Unsurveyed/Urban
IG2 6YF,IG2 6,543691.0,189067.0,Redbridge,30,Unsurveyed/Urban
RH15 8GG,RH15 8,531590.0,118918.0,Mid Sussex,50,Unsurveyed/Urban
TW16 7RY,TW16 7,510260.0,170999.0,Spelthorne,20,Unsurveyed/Urban
SW9 7EZ,SW9 7,531381.0,176241.0,Lambeth,10,Unsurveyed/Urban
WC1H 8NN,WC1H 8,530194.0,182836.0,Camden,20,Unsurveyed/Urban
N1 0UH,N1 0,530445.0,183611.0,Islington,30,Unsurveyed/Urban
N1 6EN,N1 6,533091.0,182871.0,Hackney,20,Unsurveyed/Urban
W1W 8DA,W1W 8,529309.0,181412.0,Westminster,20,Unsurveyed/Urban
BN11 1DZ,BN11 1,515111.0,103110.0,Worthing,10,Unsurveyed/Urban
RG24 9JX,RG24 9,461824.0,154681.0,Basingstoke and Deane,100,Leptosols
CT2 0BQ,CT2 0,617778.0,160343.0,Canterbury,10,Planosols
W1G 6LE,W1G 6,528514.0,181813.0,Westminster,30,Unsurveyed/Urban
SS15 5QU,SS15 5,568584.0,189615.0,Basildon,40,Unsurveyed/Urban
SW1Y 6AD,SW1Y 6,529437.0,180530.0,Westminster,20,Unsurveyed/Urban
SS6 9LB,SS6 9,580493.0,192018.0,Rochford,30,Mixed
SL9 9DQ,SL9 9,499680.0,190324.0,Buckinghamshire,90,Unsurveyed/Urban
SP11 6HP,SP11 6,436874.0,149172.0,Test Valley,90,Luvisols
RH11 9JT,RH11 9,525626.0,134135.0,Crawley,120,Cambisols
ME10 4RX,ME10 4,591409.0,163463.0,Swale,10,Unsurveyed/Urban
CT9 3YA,CT9 3,638345.0,170388.0,Thanet,30,Cambisols
OX9 7EA,OX9 7,471111.0,199526.0,South Oxfordshire,110,Luvisols
SS5 4RF,SS5 4,583428.0,192531.0,Rochford,60,Unsurveyed/Urban
NW10 7BQ,NW10 7,520151.0,183140.0,Brent,30,Unsurveyed/Urban
CR8 4EH,CR8 4,530563.0,159692.0,Croydon,110,Unsurveyed/Urban
TN4 0HF,TN4 0,558039.0,142047.0,Tunbridge Wells,120,Unsurveyed/Urban
W1U 4PL,W1U 4,528346.0,181751.0,Westminster,30,Unsurveyed/Urban
RM3 0BE,RM3 0,554258.0,190470.0,Havering,40,Unsurveyed/Urban
NW5 4ET,NW5 4,528030.0,184832.0,Camden,40,Unsurveyed/Urban
KT14 7AT,KT14 7,505799.0,161614.0,Woking,20,Unsurveyed/Urban
IG11 8AD,IG11 8,543490.0,184359.0,Barking and Dagenham,0,Unsurveyed/Urban
SO31 7FB,SO31 7,450347.0,108847.0,Fareham,40,Unsurveyed/Urban
GU33 6BW,GU33 6,477988.0,133437.0,East Hampshire,90,Podzols
SW17 8JP,SW17 8,528617.0,172496.0,Wandsworth,30,Unsurveyed/Urban
ME2 2QT,ME2 2,571849.0,168453.0,Medway,60,Unsurveyed/Urban
SS9 2RZ,SS9 2,582538.0,186593.0,Southend-on-Sea,50,Unsurveyed/Urban
NW1 4AL,NW1 4,528724.0,183178.0,Camden,30,Unsurveyed/Urban
NW3 1BB,NW3 1,526479.0,186398.0,Camden,110,Luvisols
CT5 4DN,CT5 4,609961.0,165152.0,Canterbury,40,Stagnosols
PO14 1QT,PO14 1,456272.0,105462.0,Fareham,20,Unsurveyed/Urban
RH2 0LY,RH2 0,525978.0,150620.0,Reigate and Banstead,90,Unsurveyed/Urban
HP11 1LQ,HP11 1,489571.0,191475.0,Buckinghamshire,60,Unsurveyed/Urban
E2 8EH,E2 8,533665.0,183429.0,Hackney,20,Unsurveyed/Urban
PO30 5SA,PO30 5,449091.0,90138.0,Isle of Wight,30,Planosols
BN6 9UP,BN6 9,528177.0,116799.0,Mid Sussex,40,Unsurveyed/Urban
BR5 2RY,BR5 2,546194.0,169481.0,Bromley,60,Unsurveyed/Urban
RH6 9DL,RH6 9,528966.0,143588.0,Reigate and Banstead,60,Leptosols
GU15 4BA,GU15 4,488820.0,162189.0,Surrey Heath,120,Unsurveyed/Urban
SW18 3DN,SW18 3,526467.0,174012.0,Wandsworth,20,Unsurveyed/Urban
MK18 5HQ,MK18 5,470741.0,237396.0,Buckinghamshire,120,Luvisols
RG18 9QR,RG18 9,450085.0,172047.0,West Berkshire,110,Planosols
CR4 1QA,CR4 1,530053.0,168320.0,Merton,30,Unsurveyed/Urban
RM3 7SX,RM3 7,553612.0,192474.0,Havering,50,Unsurveyed/Urban
SL3 9EU,SL3 9,498969.0,176912.0,Windsor and Maidenhead,20,Unsurveyed/Urban
N3 1EJ,N3 1,524838.0,191225.0,Barnet,60,Unsurveyed/Urban
E12 6NR,E12 6,542466.0,184508.0,Newham,10,Unsurveyed/Urban
CT6 8FH,CT6 8,615759.0,167218.0,Canterbury,10,Unsurveyed/Urban
SL5 9UX,SL5 9,491920.0,167837.0,Windsor and Maidenhead,70,Podzols
DA8 1BG,DA8 1,551301.0,178319.0,Bexley,10,Cambisols
NW1 2ND,NW1 2,529377.0,182465.0,Camden,20,Unsurveyed/Urban
SE16 2JT,SE16 2,534923.0,179017.0,Southwark,0,Unsurveyed/Urban
ME17 1SP,ME17 1,581623.0,152019.0,Maidstone,110,Luvisols
W10 5NQ,W10 5,524028.0,182098.0,Kensington and Chelsea,30,Unsurveyed/Urban
TN23 6LW,TN23 6,600664.0,140960.0,Ashford,40,Unsurveyed/Urban
TN15 0SE,TN15 0,556315.0,150712.0,Tonbridge and Malling,60,Planosols
SO15 5GB,SO15 5,440264.0,113592.0,Southampton,20,Unsurveyed/Urban
TN23 1LF,TN23 1,600738.0,142737.0,Ashford,50,Unsurveyed/Urban
SL2 2DP,SL2 2,495043.0,182467.0,Slough,40,Unsurveyed/Urban
TN26 3EN,TN26 3,590925.0,141063.0,Ashford,30,Planosols
GU2 9QX,GU2 9,498749.0,152758.0,Guildford,40,Planosols
ME1 3LG,ME1 3,572785.0,166864.0,Medway,10,Cambisols
SW10 0NU,SW10 0,526270.0,177297.0,Kensington and Chelsea,10,Unsurveyed/Urban
SL3 9ND,SL3 9,499556.0,176982.0,Windsor and Maidenhead,20,Unsurveyed/Urban
BN15 9EZ,BN15 9,518671.0,105366.0,Adur,10,Unsurveyed/Urban
NW8 6LL,NW8 6,527167.0,183530.0,Westminster,40,Unsurveyed/Urban
SE26 5DW,SE26 5,535832.0,171336.0,Lewisham,40,Unsurveyed/Urban
KT17 4JH,KT17 4,522255.0,160186.0,Epsom and Ewell,80,Unsurveyed/Urban
GU21 7PQ,GU21 7,499193.0,158071.0,Woking,40,Unsurveyed/Urban
BN12 5BY,BN12 5,509819.0,102798.0,Arun,10,Unsurveyed/Urban
OX2 9XD,OX2 9,447749.0,205514.0,Vale of White Horse,90,Stagnosols
RH19 4NW,RH19 4,539064.0,136671.0,Mid Sussex,90,Planosols
SW15 1EN,SW15 1,524067.0,175653.0,Wandsworth,10,Unsurveyed/Urban
PO21 3EQ,PO21 3,490301.0,99341.0,Arun,10,Cambisols
HA0 1LN,HA0 1,518542.0,183258.0,Brent,30,Unsurveyed/Urban
SL5 7HG,SL5 7,492311.0,168814.0,Windsor and Maidenhead,80,Luvisols
RH1 3LL,RH1 3,529374.0,152320.0,Reigate and Banstead,80,Unsurveyed/Urban
NW6 7XW,NW6 7,524583.0,184377.0,Brent,50,Unsurveyed/Urban
GU8 5ED,GU8 5,494283.0,142670.0,Waverley,50,Luvisols
SO32 2HD,SO32 2,455335.0,113857.0,Winchester,40,Planosols
RG17 0NF,RG17 0,433754.0,168464.0,West Berkshire,110,Luvisols
SW19 2HH,SW19 2,527166.0,170502.0,Merton,20,Unsurveyed/Urban
SL1 8PF,SL1 8,493367.0,186444.0,Buckinghamshire,90,Planosols
HA3 5SB,HA3 5,515206.0,189838.0,Harrow,60,Unsurveyed/Urban
NW10 5DT,NW10 5,523597.0,182749.0,Brent,40,Unsurveyed/Urban
SO50 4LJ,SO50 4,445135.0,121644.0,Eastleigh,50,Planosols
DA11 0SN,DA11 0,564252.0,173361.0,Gravesham,20,Unsurveyed/Urban
BN3 2WL,BN3 2,528627.0,104378.0,Brighton and Hove,10,Unsurveyed/Urban
SE11 6NA,SE11 6,531029.0,179039.0,Lambeth,10,Unsurveyed/Urban
SO51 7ZA,SO51 7,436452.0,121535.0,Test Valley,30,Unsurveyed/Urban
N17 6SU,N17 6,533826.0,190548.0,Haringey,10,Unsurveyed/Urban
W1T 1AB,W1T 1,529483.0,181480.0,Westminster,20,Unsurveyed/Urban
SP10 3UQ,SP10 3,434964.0,145102.0,Test Valley,80,Unsurveyed/Urban
TW16 5LQ,TW16 5,511102.0,168888.0,Spelthorne,10,Unsurveyed/Urban
UB8 3RX,UB8 3,505839.0,181944.0,Hillingdon,30,Unsurveyed/Urban
WC2B 6AT,WC2B 6,530663.0,181061.0,Westminster,20,Unsurveyed/Urban
BN14 9RG,BN14 9,513314.0,104955.0,Worthing,20,Unsurveyed/Urban
PO16 7TH,PO16 7,457317.0,106258.0,Fareham,10,Unsurveyed/Urban
RM14 1DR,RM14 1,556834.0,187149.0,Havering,20,Unsurveyed/Urban
SW9 6DZ,SW9 6,531270.0,177330.0,Lambeth,10,Unsurveyed/Urban
BR2 0DP,BR2 0,539317.0,169292.0,Bromley,40,Unsurveyed/Urban
N7 8QB,N7 8,531156.0,184984.0,Islington,40,Unsurveyed/Urban
NN13 5JB,NN13 5,459803.0,236244.0,Buckinghamshire,110,Cambisols
SW19 6EB,SW19 6,523841.0,173191.0,Wandsworth,50,Unsurveyed/Urban
TN25 7HX,TN25 7,602906.0,138549.0,Ashford,40,Planosols
PO4 0BT,PO4 0,465509.0,99963.0,Portsmouth,10,Unsurveyed/Urban
HA2 9PS,HA2 9,512419.0,186332.0,Harrow,40,Unsurveyed/Urban
BN5 9PS,BN5 9,520934.0,116299.0,Horsham,20,Luvisols
N1 5DU,N1 5,531630.0,183943.0,Islington,40,Unsurveyed/Urban
BN17 6LT,BN17 6,503566.0,103165.0,Arun,10,Unsurveyed/Urban
RG7 3SG,RG7 3,464997.0,164656.0,West Berkshire,90,Luvisols
E5 8NE,E5 8,534509.0,186274.0,Hackney,20,Unsurveyed/Urban
HA1 3RG,HA1 3,515255.0,185627.0,Harrow,60,Unsurveyed/Urban
NW7 4LN,NW7 4,521397.0,193685.0,Barnet,110,Cambisols
SO45 3GF,SO45 3,442989.0,106878.0,New Forest,10,Unsurveyed/Urban
SE20 8GA,SE20 8,534909.0,169889.0,Bromley,40,Unsurveyed/Urban
GU14 0HQ,GU14 0,485544.0,155732.0,Rushmoor,70,Cambisols
CR4 3BE,CR4 3,527175.0,168598.0,Merton,20,Unsurveyed/Urban
SE2 0PE,SE2 0,546393.0,177641.0,Greenwich,20,Leptosols
N2 8JN,N2 8,526606.0,189944.0,Barnet,90,Unsurveyed/Urban
CR5 3DZ,CR5 3,527790.0,157335.0,Reigate and Banstead,160,Unsurveyed/Urban
UB1 2RP,UB1 2,512894.0,181286.0,Ealing,30,Unsurveyed/Urban
TN17 2EJ,TN17 2,581574.0,141290.0,Tunbridge Wells,30,Planosols
BN23 5DB,BN23 5,564214.0,101835.0,Eastbourne,0,Arenosols
SE19 3EL,SE19 3,532273.0,170418.0,Croydon,90,Unsurveyed/Urban
BN43 6PR,BN43 6,522083.0,105168.0,Adur,10,Unsurveyed/Urban
NW4 4LD,NW4 4,523000.0,189304.0,Barnet,80,Unsurveyed/Urban
CR2 8BT,CR2 8,534469.0,162118.0,Croydon,140,Unsurveyed/Urban
W4 3PJ,W4 3,519677.0,177553.0,Hounslow,10,Cambisols
KT4 8PQ,KT4 8,523574.0,166097.0,Sutton,30,Unsurveyed/Urban
PO14 1DD,PO14 1,457107.0,105122.0,Fareham,10,Unsurveyed/Urban
SE1 5FQ,SE1 5,533378.0,178838.0,Southwark,10,Unsurveyed/Urban
RM10 8SF,RM10 8,550011.0,184901.0,Barking and Dagenham,10,Unsurveyed/Urban
NW5 4QX,NW5 4,527962.0,185268.0,Camden,40,Cambisols
SE5 8PQ,SE5 8,533286.0,176379.0,Southwark,20,Unsurveyed/Urban
TW19 7HN,TW19 7,506058.0,173936.0,Spelthorne,20,Unsurveyed/Urban
RH1 1FQ,RH1 1,527795.0,150810.0,Reigate and Banstead,80,Unsurveyed/Urban
KT13 8XY,KT13 8,506366.0,164091.0,Runnymede,20,Gleysols
GU51 3EA,GU51 3,482212.0,154292.0,Hart,70,Unsurveyed/Urban
SO53 2BA,SO53 2,444388.0,121318.0,Eastleigh,40,Unsurveyed/Urban
CM13 3TW,CM13 3,562481.0,188180.0,Brentwood,10,Stagnosols
SW18 5JR,SW18 5,524593.0,173510.0,Wandsworth,20,Unsurveyed/Urban
PO16 0UF,PO16 0,457440.0,105330.0,Fareham,10,Unsurveyed/Urban
SL4 2DG,SL4 2,493255.0,171339.0,Bracknell Forest,80,Umbrisols
UB6 0RP,UB6 0,516596.0,184785.0,Ealing,60,Unsurveyed/Urban
NW10 4DR,NW10 4,521663.0,183567.0,Brent,40,Unsurveyed/Urban
NW1 4LU,NW1 4,529433.0,182967.0,Camden,20,Unsurveyed/Urban
CR5 3LD,CR5 3,528529.0,158108.0,Reigate and Banstead,160,Unsurveyed/Urban
W1U 6BA,W1U 6,527876.0,181745.0,Westminster,30,Unsurveyed/Urban
HP13 5EB,HP13 5,486074.0,194042.0,Buckinghamshire,120,Unsurveyed/Urban
SE1 1PT,SE1 1,532105.0,179572.0,Southwark,10,Unsurveyed/Urban
HP17 8EW,HP17 8,473766.0,208815.0,Buckinghamshire,80,Cambisols
SS14 2BU,SS14 2,570294.0,188965.0,Basildon,30,Unsurveyed/Urban
LU7 0GZ,LU7 0,485434.0,225681.0,Buckinghamshire,140,Luvisols
SP10 5BE,SP10 5,437729.0,146606.0,Test Valley,70,Luvisols
W1D 7AP,W1D 7,529589.0,180818.0,Westminster,20,Unsurveyed/Urban
KT1 2UJ,KT1 2,518440.0,168982.0,Kingston upon Thames,10,Unsurveyed/Urban
NW1 4FS,NW1 4,529433.0,182967.0,Camden,20,Unsurveyed/Urban
SS13 2LR,SS13 2,575047.0,189748.0,Basildon,20,Unsurveyed/Urban
TN24 9EL,TN24 9,602152.0,144570.0,Ashford,50,Unsurveyed/Urban
PO12 3HQ,PO12 3,460097.0,100750.0,Gosport,10,Unsurveyed/Urban
PO33 2LR,PO33 2,459682.0,92303.0,Isle of Wight,10,Planosols
BN26 6NT,BN26 6,557801.0,105346.0,Wealden,20,Unsurveyed/Urban
RG14 1QH,RG14 1,445686.0,167975.0,West Berkshire,100,Unsurveyed/Urban
SS8 7PT,SS8 7,581504.0,182965.0,Castle Point,0,Unsurveyed/Urban
TN27 8LH,TN27 8,583502.0,139841.0,Ashford,30,Planosols
TN26 1HH,TN26 1,598574.0,139025.0,Ashford,40,Planosols
HA4 9AE,HA4 9,510257.0,187075.0,Hillingdon,50,Unsurveyed/Urban
SE1 0RD,SE1 0,531821.0,179705.0,Southwark,10,Unsurveyed/Urban
UB10 8PY,UB10 8,507545.0,185266.0,Hillingdon,40,Unsurveyed/Urban
PO19 6LF,PO19 6,485978.0,105681.0,Chichester,20,Unsurveyed/Urban
SS6 9LA,SS6 9,580597.0,191782.0,Rochford,40,Unsurveyed/Urban
RM9 6XA,RM9 6,548956.0,183648.0,Barking and Dagenham,10,Unsurveyed/Urban
SW2 5JH,SW2 5,530402.0,174816.0,Lambeth,30,Unsurveyed/Urban
RG12 7LF,RG12 7,486807.0,166336.0,Bracknell Forest,90,Unsurveyed/Urban
BR5 3NN,BR5 3,547837.0,168405.0,Bromley,60,Unsurveyed/Urban
RG1 5QU,RG1 5,472905.0,173079.0,Reading,40,Unsurveyed/Urban
CM12 9LT,CM12 9,567525.0,194571.0,Basildon,90,Unsurveyed/Urban
W3 8SL,W3 8,519921.0,180100.0,Ealing,20,Unsurveyed/Urban
UB5 6PR,UB5 6,510646.0,183067.0,Ealing,40,Unsurveyed/Urban
NW4 4QZ,NW4 4,523085.0,189424.0,Barnet,80,Unsurveyed/Urban
BH25 7LS,BH25 7,423421.0,93702.0,New Forest,30,Unsurveyed/Urban
BN1 3LL,BN1 3,530847.0,104636.0,Brighton and Hove,40,Unsurveyed/Urban
W2 3UL,W2 3,526649.0,181037.0,Westminster,20,Unsurveyed/Urban
BN3 3YG,BN3 3,528699.0,105122.0,Brighton and Hove,20,Unsurveyed/Urban
RG14 7QE,RG14 7,447228.0,166394.0,West Berkshire,80,Unsurveyed/Urban
OX11 8BG,OX11 8,452768.0,189906.0,South Oxfordshire,70,Gleysols
CT14 9TH,CT14 9,637195.0,152656.0,Dover,10,Unsurveyed/Urban
RH16 2EZ,RH16 2,534531.0,123979.0,Mid Sussex,50,Unsurveyed/Urban
NW6 5HN,NW6 5,524948.0,183083.0,Brent,30,Unsurveyed/Urban
RH11 8AH,RH11 8,526388.0,136409.0,Crawley,80,Unsurveyed/Urban
ME5 0JQ,ME5 0,575953.0,165138.0,Medway,100,Cambisols
N12 7PG,N12 7,525558.0,192114.0,Barnet,70,Unsurveyed/Urban
BN20 8AZ,BN20 8,559826.0,99314.0,Eastbourne,40,Unsurveyed/Urban
PO7 7QA,PO7 7,468969.0,109904.0,Havant,40,Cambisols
SM6 7LJ,SM6 7,529112.0,165030.0,Sutton,30,Unsurveyed/Urban
E4 9UL,E4 9,538944.0,192085.0,Waltham Forest,40,Unsurveyed/Urban
TW12 2TQ,TW12 2,513727.0,169974.0,Richmond upon Thames,20,Cambisols
PO2 7PJ,PO2 7,465256.0,101566.0,Portsmouth,10,Unsurveyed/Urban
NW10 9QP,NW10 9,521353.0,184261.0,Brent,40,Unsurveyed/Urban
SO30 4SD,SO30 4,448564.0,113016.0,Eastleigh,30,Planosols
DA14 6BQ,DA14 6,546085.0,171395.0,Bexley,70,Unsurveyed/Urban
RG7 6AP,RG7 6,460785.0,172428.0,West Berkshire,90,Planosols
CT17 0LU,CT17 0,629605.0,142852.0,Dover,40,Unsurveyed/Urban
HA7 3NU,HA7 3,515817.0,191825.0,Harrow,90,Unsurveyed/Urban
KT6 7GD,KT6 7,519695.0,165879.0,Kingston upon Thames,20,Unsurveyed/Urban
N1 2XQ,N1 2,531678.0,183752.0,Islington,30,Unsurveyed/Urban
GU27 1JN,GU27 1,488767.0,133616.0,Waverley,150,Podzols
SL4 5NJ,SL4 5,494754.0,176745.0,Windsor and Maidenhead,20,Unsurveyed/Urban
ME13 0NR,ME13 0,599900.0,155062.0,Swale,70,Leptosols
GU47 0EA,GU47 0,484803.0,161791.0,Bracknell Forest,70,Podzols
SW1A 1PH,SW1A 1,529264.0,180166.0,Westminster,10,Unsurveyed/Urban
KT10 0HD,KT10 0,515962.0,163363.0,Elmbridge,30,Unsurveyed/Urban
SL0 9LT,SL0 9,503935.0,180646.0,Buckinghamshire,40,Unsurveyed/Urban
DA7 6NS,DA7 6,551481.0,176118.0,Bexley,20,Unsurveyed/Urban
TW13 5BT,TW13 5,511285.0,173278.0,Hounslow,20,Unsurveyed/Urban
BR1 4WG,BR1 4,540421.0,169620.0,Bromley,70,Unsurveyed/Urban
SS12 9JT,SS12 9,575570.0,189976.0,Basildon,20,Unsurveyed/Urban
CT20 2PQ,CT20 2,621159.0,136327.0,Folkestone and Hythe,50,Unsurveyed/Urban
E15 3JU,E15 3,539466.0,183810.0,Newham,10,Unsurveyed/Urban
BN24 5EF,BN24 5,561453.0,104290.0,Wealden,20,Planosols
TN27 8PJ,TN27 8,586281.0,143541.0,Ashford,20,Planosols
RM16 4TS,RM16 4,564975.0,179679.0,Thurrock,20,Unsurveyed/Urban
CT19 4FB,CT19 4,620476.0,137280.0,Folkestone and Hythe,50,Unsurveyed/Urban
SO19 6GP,SO19 6,447231.0,112159.0,Southampton,50,Unsurveyed/Urban
GU9 9EW,GU9 9,485255.0,148599.0,Waverley,90,Unsurveyed/Urban
W7 3AS,W7 3,515029.0,181724.0,Ealing,20,Unsurveyed/Urban
PO20 2GY,PO20 2,491023.0,106530.0,Chichester,20,Luvisols
E3 2EN,E3 2,536737.0,183094.0,Tower Hamlets,10,Unsurveyed/Urban
HA1 2NE,HA1 2,516329.0,188396.0,Harrow,60,Unsurveyed/Urban
ME5 8QL,ME5 8,576644.0,162736.0,Medway,140,Unsurveyed/Urban
IG11 8TG,IG11 8,544610.0,184553.0,Barking and Dagenham,10,Unsurveyed/Urban
PO1 5LW,PO1 5,465417.0,101320.0,Portsmouth,10,Unsurveyed/Urban
TN12 0LA,TN12 0,578533.0,143235.0,Maidstone,30,Planosols
HA9 6QL,HA9 6,519216.0,184922.0,Brent,40,Unsurveyed/Urban
ME6 5PS,ME6 5,569966.0,161832.0,Tonbridge and Malling,10,Unsurveyed/Urban
UB2 4ER,UB2 4,512606.0,178914.0,Ealing,30,Unsurveyed/Urban
E14 9FG,E14 9,537833.0,179455.0,Tower Hamlets,10,Cambisols
PO21 5BA,PO21 5,492401.0,100589.0,Arun,10,Unsurveyed/Urban
EC1N 7UH,EC1N 7,531111.0,181946.0,Camden,20,Unsurveyed/Urban
RM13 9NN,RM13 9,552882.0,182334.0,Havering,10,Unsurveyed/Urban
CT12 6NW,CT12 6,636163.0,166376.0,Thanet,50,Unsurveyed/Urban
SE15 6HZ,SE15 6,533418.0,177442.0,Southwark,10,Unsurveyed/Urban
NW1 4SJ,NW1 4,527521.0,182405.0,Westminster,30,Unsurveyed/Urban
HA7 4FD,HA7 4,516780.0,192230.0,Harrow,90,Unsurveyed/Urban
RG10 9DU,RG10 9,478975.0,175992.0,Wokingham,40,Luvisols
CT20 2RL,CT20 2,621882.0,135697.0,Folkestone and Hythe,50,Unsurveyed/Urban
W12 8HU,W12 8,522819.0,180016.0,Hammersmith and Fulham,10,Unsurveyed/Urban
DA8 1AQ,DA8 1,551056.0,178422.0,Bexley,10,Unsurveyed/Urban
BN7 2PJ,BN7 2,541669.0,110554.0,Lewes,10,Cambisols
SL6 6WA,SL6 6,489271.0,180741.0,Windsor and Maidenhead,30,Luvisols
PO31 8BS,PO31 8,448236.0,96491.0,Isle of Wight,10,Planosols
BN27 1PG,BN27 1,559763.0,111244.0,Wealden,10,Planosols
NW10 3QR,NW10 3,523017.0,183974.0,Brent,60,Unsurveyed/Urban
SO40 3LR,SO40 3,435591.0,113980.0,New Forest,10,Unsurveyed/Urban
W1U 7LQ,W1U 7,528135.0,181656.0,Westminster,30,Unsurveyed/Urban
TW14 0AZ,TW14 0,511022.0,173749.0,Hounslow,20,Unsurveyed/Urban
PO40 9RB,PO40 9,434454.0,85639.0,Isle of Wight,10,Mixed
GU7 1SS,GU7 1,496937.0,142476.0,Waverley,80,Unsurveyed/Urban
E7 0YZ,E7 0,540412.0,185262.0,Newham,10,Unsurveyed/Urban
N1 3BG,N1 3,532576.0,184267.0,Islington,20,Unsurveyed/Urban
RG14 2TQ,RG14 2,449120.0,169860.0,West Berkshire,90,Planosols
BN8 4TD,BN8 4,541108.0,117019.0,Lewes,20,Planosols
